year,hs,hs_sf,hs_mf,hs_mh,hh,hh_sf,hh_mf,hh_mh,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,gq_civ,gq_mil,hhs,pop,hhp,emp_ag,emp_const_non_bldg_prod,emp_const_non_bldg_office,emp_utilities_prod,emp_utilities_office,emp_const_bldg_prod,emp_const_bldg_office,emp_mfg_prod,emp_mfg_office,emp_whsle_whs,emp_trans,emp_retail,emp_prof_bus_svcs,emp_prof_bus_svcs_bldg_maint,emp_pvt_ed_k12,emp_pvt_ed_post_k12_oth,emp_health,emp_personal_svcs_office,emp_amusement,emp_hotel,emp_restaurant_bar,emp_personal_svcs_retail,emp_religious,emp_pvt_hh,emp_state_local_gov_ent,emp_fed_non_mil,emp_fed_mil,emp_state_local_gov_blue,emp_state_local_gov_white,emp_public_ed,emp_own_occ_dwell_mgmt,emp_fed_gov_accts,emp_st_lcl_gov_accts,emp_cap_accts,emp_total,enrollgradekto8,enrollgrade9to12,collegeenroll,othercollegeenroll,adultschenrl,ech_dist,hch_dist,pseudomsa,parkarea,hstallsoth,hstallssam,hparkcost,numfreehrs,dstallsoth,dstallssam,dparkcost,mstallsoth,mstallssam,mparkcost,taz15,totint,duden,empden,popden,retempden,totintbin,empdenbin,dudenbin,zip09,parkactive,openspaceparkpreserve,beachactive,budgetroom,economyroom,luxuryroom,midpriceroom,upscaleroom,hotelroomtotal,luz_id,truckregiontype,district27,milestocoast,acres,effective_acres,land_acres,units,vacancy,unoccupiable,vacancy_rate,elem_population,high_population,10 to 14,15 to 17,18 and 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,5 to 9,50 to 54,55 to 59,60 and 61,62 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 and Older,Under 5,American Indian,Asian,Black,Hispanic,Other,Pacific Islander,Two or More,White,Female,Male
2019,1204471.0,723514.0,438921.0,42036.0,1153032.0,694623.0,418294.0,40115.0,102683.0,125820.0,132979.0,124382.0,111444.0,160048.0,122067.0,67915.0,88037.0,117657.0,65532.0,44257.0,2.801763524342776,3340312.0,3230523.0,10000.0,6700.0,2171.0,2672.0,4536.0,62091.0,21041.0,51571.0,64086.0,46612.0,42193.0,158284.0,279516.0,119158.0,33164.0,113191.0,215988.0,27662.0,49849.0,33603.0,139908.0,42823.0,0.0,0.0,19597.0,11454.0,129493.0,9739.0,17053.0,0.0,0.0,0.0,0.0,0.0,1714155.0,350978.0,169903.0,213518.0,383064.0,82663.0,9771622502.0,9867696102.0,107196.0,88810.0,144650.0,239588.0,1547.0,3.0,176825.0,303094.0,5763.0,167878.0,294138.0,4101.0,58197682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2238859007,6415.309145421,1304686.0264430079,590.970804278,0,0,0,0,0,62300.0,2541010,24321,222419,0.0,0.0,0.0,0.0,1204818.0,51442.0,39494.0,,665101.0,231996.0,220580.0,132502.0,99494.0,263897.0,210274.0,216586.0,233121.0,207126.0,209194.0,230600.0,202841.0,210308.0,79972.0,113816.0,161640.0,127146.0,85638.0,58576.0,63080.0,213921.0,15092.0,354704.0,158563.0,1137700.0,7475.0,14621.0,111553.0,1540604.0,1655636.0,1684676.0
